icx_label,ethernet_mac,wifi_mac_derived,last_seen_icx,days_since,mdns_label,mdns_mac,mdns_ip,mdns_note,labeling_correction,source,room,site,lockout,reswept,reswept_at
,,,,,9701A,fa:d4:35:db:f7:8e,172.20.195.27,Stale MAC (randomized),,mDNS only,9701A,MVM783,9701,no,
,,,,,9701A,9a:a6:a3:43:32:d5,172.20.217.249,Stale MAC (randomized),,mDNS only,9701A,MVM783,9701,no,
,,,,,9701B,ba:88:6e:79:e7:62,172.20.214.118,Stale MAC (randomized),,mDNS only,9701B,MVM783,9701,no,
,,,,,9701B,f6:7a:f5:40:a9:6c,172.20.194.76,Stale MAC (randomized),,mDNS only,9701B,MVM783,9701,no,
9702A,68:ab:a9:fc:80:e7,68:ab:a9:fc:80:e8,2026-08-07 09:14:40,0.0,9702A,68:ab:a9:fc:80:e8,172.20.201.73,,,iCX,9702A,MVM783,9702,no,
9702A,68:ab:a9:fe:9b:50,68:ab:a9:fe:9b:51,2026-08-07 09:08:24,0.0,9702A,68:ab:a9:fe:9b:51,172.20.219.212,,,iCX,9702A,MVM783,9702,no,
9702B,68:ab:a9:fc:55:6c,68:ab:a9:fc:55:6d,2026-08-07 09:11:30,0.0,9702B,68:ab:a9:fc:55:6d,172.20.198.26,,,iCX,9702B,MVM783,9702,no,
9702B,68:ab:a9:fc:81:2c,68:ab:a9:fc:81:2d,2026-08-07 09:10:36,0.0,9702B,68:ab:a9:fc:81:2d,172.20.198.22,,,iCX,9702B,MVM783,9702,no,
,,,,,9702A,aa:04:95:a2:8a:c0,172.20.201.11,Stale MAC (randomized),,mDNS only,9702A,MVM783,9702,no,
,,,,,9702A,c6:ff:86:59:bf:6a,172.20.211.104,Stale MAC (randomized),,mDNS only,9702A,MVM783,9702,no,
,,,,,9702B,2a:f8:38:5d:fc:cd,172.20.216.117,Stale MAC (randomized),,mDNS only,9702B,MVM783,9702,no,
,,,,,9702B,da:24:6f:d8:5b:23,172.20.215.68,Stale MAC (randomized),,mDNS only,9702B,MVM783,9702,no,
9703A,68:ab:a9:f8:cf:4a,68:ab:a9:f8:cf:4b,2026-08-07 09:09:36,0.0,9703A,68:ab:a9:f8:cf:4b,172.20.222.99,,,iCX,9703A,MVM783,9703,no,
9703A,68:ab:a9:f9:44:2b,68:ab:a9:f9:44:2c,2026-08-07 09:01:44,0.01,,,,Not in mDNS,,iCX,9703A,MVM783,9703,no,
9703B,68:ab:a9:fc:56:25,68:ab:a9:fc:56:26,2026-08-07 09:02:28,0.01,9703B,68:ab:a9:fc:56:26,172.20.197.74,,,iCX,9703B,MVM783,9703,no,
9703B,68:ab:a9:fc:80:0a,68:ab:a9:fc:80:0b,2026-08-07 09:01:35,0.01,,,,Not in mDNS,,iCX,9703B,MVM783,9703,no,
,,,,,9703A,3e:82:69:2e:d7:1f,172.20.203.73,Stale MAC (randomized),,mDNS only,9703A,MVM783,9703,no,
,,,,,9703A,de:f5:20:15:29:47,172.20.216.206,Stale MAC (randomized),,mDNS only,9703A,MVM783,9703,no,
,,,,,9703B,32:88:c9:75:fa:8b,172.20.195.235,Stale MAC (randomized),,mDNS only,9703B,MVM783,9703,no,
9704A,68:ab:a9:ff:06:60,68:ab:a9:ff:06:61,2026-08-07 09:11:13,0.0,9704A,68:ab:a9:ff:06:61,172.20.200.113,,,iCX,9704A,MVM783,9704,no,
9704A,68:ab:a9:ff:05:f4,68:ab:a9:ff:05:f5,2026-08-07 09:06:51,0.01,9704A,68:ab:a9:ff:05:f5,172.20.219.23,,,iCX,9704A,MVM783,9704,no,
9704B,68:ab:a9:f8:ab:d8,68:ab:a9:f8:ab:d9,2026-08-07 09:07:06,0.01,9704B,68:ab:a9:f8:ab:d9,172.20.219.145,,,iCX,9704B,MVM783,9704,no,
9704B,68:ab:a9:fc:e2:da,68:ab:a9:fc:e2:db,2026-08-07 09:06:43,0.01,9704B,68:ab:a9:fc:e2:db,172.20.216.229,,,iCX,9704B,MVM783,9704,no,
,,,,,9704A,0e:6d:39:5f:9b:61,172.20.209.112,Stale MAC (randomized),,mDNS only,9704A,MVM783,9704,no,
,,,,,9704B,ee:f1:39:df:66:e6,172.20.198.54,Stale MAC (randomized),,mDNS only,9704B,MVM783,9704,no,
9705A,68:ab:a9:fe:7e:e6,68:ab:a9:fe:7e:e7,2026-08-07 09:09:45,0.0,9705A,68:ab:a9:fe:7e:e7,172.20.196.79,,,iCX,9705A,MVM783,9705,no,
9705A,68:ab:a9:fe:18:f5,68:ab:a9:fe:18:f6,2026-08-07 09:07:31,0.01,9705A,68:ab:a9:fe:18:f6,172.20.219.81,,,iCX,9705A,MVM783,9705,no,
9705B,68:ab:a9:fc:2c:a7,68:ab:a9:fc:2c:a8,2026-08-07 09:07:28,0.01,9705B,68:ab:a9:fc:2c:a8,172.20.220.239,,,iCX,9705B,MVM783,9705,no,
9705B,68:ab:a9:fc:82:79,68:ab:a9:fc:82:7a,2026-08-07 09:06:40,0.01,9705B,68:ab:a9:fc:82:7a,172.20.200.213,,,iCX,9705B,MVM783,9705,no,
,,,,,9705A,ea:d2:e1:5f:1f:9d,172.20.194.4,Stale MAC (randomized),,mDNS only,9705A,MVM783,9705,no,
,,,,,9705A,36:65:18:37:69:4e,172.20.196.147,Stale MAC (randomized),,mDNS only,9705A,MVM783,9705,no,
,,,,,9705B,7a:7c:1c:d7:ed:e1,172.20.198.52,Stale MAC (randomized),,mDNS only,9705B,MVM783,9705,no,
,,,,,9705B,12:eb:09:85:47:3f,172.20.199.153,Stale MAC (randomized),,mDNS only,9705B,MVM783,9705,no,
9706A,68:ab:a9:fe:a3:1b,68:ab:a9:fe:a3:1c,2026-08-07 09:07:31,0.01,9706A,68:ab:a9:fe:a3:1c,172.20.198.64,,,iCX,9706A,MVM783,9706,no,
9706A,10:2b:aa:51:fb:9b,10:2b:aa:51:fb:9c,2026-08-07 09:03:00,0.01,9706A,10:2b:aa:51:fb:9c,172.20.199.34,,,iCX,9706A,MVM783,9706,no,
9706B,68:ab:a9:fe:da:e8,68:ab:a9:fe:da:e9,2026-08-07 09:07:47,0.01,9706B,68:ab:a9:fe:da:e9,172.20.203.127,,,iCX,9706B,MVM783,9706,no,
9706B,68:ab:a9:fe:d4:b7,68:ab:a9:fe:d4:b8,2026-08-07 09:02:28,0.01,9706B,68:ab:a9:fe:d4:b8,172.20.201.119,,,iCX,9706B,MVM783,9706,no,
,,,,,9706B,6a:6e:e4:e8:2d:3c,172.20.194.45,Stale MAC (randomized),,mDNS only,9706B,MVM783,9706,no,
9707A@BR,68:ab:a9:fd:7f:68,68:ab:a9:fd:7f:69,2026-08-07 09:04:52,0.01,9707A@BR,68:ab:a9:fd:7f:69,172.20.196.183,,,iCX,9707A,MVM783,9707,no,
9707A@LR,68:ab:a9:fe:67:2f,68:ab:a9:fe:67:30,2026-08-07 09:02:07,0.01,9707A@LR,68:ab:a9:fe:67:30,172.20.200.20,,,iCX,9707A,MVM783,9707,no,
9707B@BR,68:ab:a9:fe:7a:8e,68:ab:a9:fe:7a:8f,2026-08-07 09:14:58,0.0,9707B@BR,68:ab:a9:fe:7a:8f,172.20.203.196,,,iCX,9707B,MVM783,9707,no,
9707B@LR,68:ab:a9:fe:78:2c,68:ab:a9:fe:78:2d,2026-08-07 09:07:21,0.01,9707B@LR,68:ab:a9:fe:78:2d,172.20.204.131,,,iCX,9707B,MVM783,9707,no,
,,,,,9707A,ca:77:c5:a4:e4:21,172.20.199.123,Stale MAC (randomized),,mDNS only,9707A,MVM783,9707,no,
,,,,,9707A@LR,42:e5:80:69:5e:73,172.20.193.223,Stale MAC (randomized),,mDNS only,9707A,MVM783,9707,no,
,,,,,9707B@BR,d2:8d:6e:e5:78:7a,172.20.195.170,Stale MAC (randomized),,mDNS only,9707B,MVM783,9707,no,
9708A,68:ab:a9:fe:86:cb,68:ab:a9:fe:86:cc,2026-08-07 09:10:08,0.0,9708A,68:ab:a9:fe:86:cc,172.20.218.138,,,iCX,9708A,MVM783,9708,no,
9708B,68:ab:a9:fe:62:f7,68:ab:a9:fe:62:f8,2026-08-07 09:08:01,0.0,9708B,68:ab:a9:fe:62:f8,172.20.217.88,,,iCX,9708B,MVM783,9708,no,
9708B,68:ab:a9:fe:19:14,68:ab:a9:fe:19:15,2026-08-07 09:03:43,0.01,9708B,68:ab:a9:fe:19:15,172.20.199.41,,,iCX,9708B,MVM783,9708,no,
,,,,,9708A,aa:22:a3:f7:b8:f2,172.20.201.228,Stale MAC (randomized),,mDNS only,9708A,MVM783,9708,no,
,,,,,9708A,68:ab:a9:fe:52:a1,172.20.206.21,"In mDNS, no iCX box",,mDNS only,9708A,MVM783,9708,no,
9709A,10:2b:aa:51:5a:2a,10:2b:aa:51:5a:2b,2026-08-07 09:10:54,0.0,9709A,10:2b:aa:51:5a:2b,172.20.204.64,,,iCX,9709A,MVM783,9709,no,
9709A,10:2b:aa:51:5a:54,10:2b:aa:51:5a:55,2026-08-07 09:00:50,0.01,9709A,10:2b:aa:51:5a:55,172.20.204.66,,,iCX,9709A,MVM783,9709,no,
9709B,68:ab:a9:f8:5c:b5,68:ab:a9:f8:5c:b6,2026-08-07 09:00:53,0.01,9709B,68:ab:a9:f8:5c:b6,172.20.201.19,,,iCX,9709B,MVM783,9709,no,
9709B,68:ab:a9:f8:ce:e1,68:ab:a9:f8:ce:e2,2026-08-07 09:00:03,0.01,9709B,68:ab:a9:f8:ce:e2,172.20.201.18,,,iCX,9709B,MVM783,9709,no,
,,,,,9709A,32:d7:a6:a7:b4:cf,172.20.215.202,Stale MAC (randomized),,mDNS only,9709A,MVM783,9709,no,
9710A,68:ab:a9:fe:43:1c,68:ab:a9:fe:43:1d,2026-08-07 09:05:54,0.01,9710A,68:ab:a9:fe:43:1d,172.20.222.153,,,iCX,9710A,MVM783,9710,no,
9710A,68:ab:a9:fe:55:a0,68:ab:a9:fe:55:a1,2026-08-07 09:05:12,0.01,9710A,68:ab:a9:fe:55:a1,172.20.199.246,,,iCX,9710A,MVM783,9710,no,
9710B,68:ab:a9:fe:79:53,68:ab:a9:fe:79:54,2026-08-07 09:05:56,0.01,9710B,68:ab:a9:fe:79:54,172.20.205.5,,,iCX,9710B,MVM783,9710,no,
9710B,68:ab:a9:fe:a3:ba,68:ab:a9:fe:a3:bb,2026-08-07 09:03:22,0.01,9710B,68:ab:a9:fe:a3:bb,172.20.208.43,,,iCX,9710B,MVM783,9710,no,
,,,,,9710A,b2:69:6f:74:2d:52,172.20.196.246,Stale MAC (randomized),,mDNS only,9710A,MVM783,9710,no,
,,,,,9710B,8a:ca:80:8d:04:15,172.20.200.124,Stale MAC (randomized),,mDNS only,9710B,MVM783,9710,no,
,,,,,9710B,16:3f:f0:10:ca:d5,172.20.208.96,Stale MAC (randomized),,mDNS only,9710B,MVM783,9710,no,
9801A,68:ab:a9:fe:a3:51,68:ab:a9:fe:a3:52,2026-08-07 09:05:36,0.01,9801A,68:ab:a9:fe:a3:52,172.20.200.83,,,iCX,9801A,MVM783,9801,no,
9801A,68:ab:a9:fe:e4:cf,68:ab:a9:fe:e4:d0,2026-08-07 09:01:12,0.01,9801A,68:ab:a9:fe:e4:d0,172.20.205.192,,,iCX,9801A,MVM783,9801,no,
9801B,68:ab:a9:fe:e5:eb,68:ab:a9:fe:e5:ec,2026-08-07 09:12:21,0.0,9801B,68:ab:a9:fe:e5:ec,172.20.219.93,,,iCX,9801B,MVM783,9801,no,
9801B,68:ab:a9:fe:a5:31,68:ab:a9:fe:a5:32,2026-08-07 09:08:50,0.0,9801B,68:ab:a9:fe:a5:32,172.20.207.32,,,iCX,9801B,MVM783,9801,no,
,,,,,9801A,a2:82:2d:77:a2:f9,172.20.192.135,Stale MAC (randomized),,mDNS only,9801A,MVM783,9801,no,
,,,,,9801B,ce:a0:09:05:e5:41,172.20.200.50,Stale MAC (randomized),,mDNS only,9801B,MVM783,9801,no,
,,,,,9801B,ea:f9:b3:74:a8:a3,172.20.209.254,Stale MAC (randomized),,mDNS only,9801B,MVM783,9801,no,
9802A,10:2b:aa:51:68:04,10:2b:aa:51:68:05,2026-08-07 09:12:01,0.0,9802A,10:2b:aa:51:68:05,172.20.219.234,,,iCX,9802A,MVM783,9802,no,
9802A,10:2b:aa:51:68:43,10:2b:aa:51:68:44,2026-08-07 09:03:03,0.01,9802A,10:2b:aa:51:68:44,172.20.194.38,,,iCX,9802A,MVM783,9802,no,
9802B,10:2b:aa:51:f8:b3,10:2b:aa:51:f8:b4,2026-08-07 09:01:31,0.01,9802B,10:2b:aa:51:f8:b4,172.20.223.182,,,iCX,9802B,MVM783,9802,no,
9802B,10:2b:aa:51:f9:10,10:2b:aa:51:f9:11,2026-08-07 09:00:45,0.01,9802B,10:2b:aa:51:f9:11,172.20.223.111,,,iCX,9802B,MVM783,9802,no,
,,,,,9802A,aa:ae:2a:bd:cb:98,172.20.211.158,Stale MAC (randomized),,mDNS only,9802A,MVM783,9802,no,
,,,,,9802B,0a:ef:9f:ac:8d:0f,172.20.211.119,Stale MAC (randomized),,mDNS only,9802B,MVM783,9802,no,
,,,,,9802B,ea:45:bc:76:70:04,172.20.205.64,Stale MAC (randomized),,mDNS only,9802B,MVM783,9802,no,
9803A,68:ab:a9:fe:a6:42,68:ab:a9:fe:a6:43,2026-08-07 09:09:26,0.0,9803A,68:ab:a9:fe:a6:43,172.20.222.93,,,iCX,9803A,MVM783,9803,no,
9803A,64:18:df:73:a0:20,64:18:df:73:a0:21,2026-08-07 09:04:09,0.01,9803A,64:18:df:73:a0:21,172.20.202.242,,,iCX,9803A,MVM783,9803,no,
9803B,68:ab:a9:fc:4b:0b,68:ab:a9:fc:4b:0c,2026-08-07 09:14:26,0.0,9803B,68:ab:a9:fc:4b:0c,172.20.223.98,,,iCX,9803B,MVM783,9803,no,
9803B,10:2b:aa:51:6a:50,10:2b:aa:51:6a:51,2026-08-07 09:12:15,0.0,9803B,10:2b:aa:51:6a:51,172.20.206.84,,,iCX,9803B,MVM783,9803,no,
,,,,,9803A,42:26:26:37:54:e2,172.20.206.145,Stale MAC (randomized),,mDNS only,9803A,MVM783,9803,no,
,,,,,9803A,22:39:6b:e9:57:54,172.20.206.231,Stale MAC (randomized),,mDNS only,9803A,MVM783,9803,no,
,,,,,9803B,3e:84:23:4b:3a:09,172.20.210.118,Stale MAC (randomized),,mDNS only,9803B,MVM783,9803,no,
,,,,,9803B,ba:1a:5e:21:b1:c0,172.20.196.40,Stale MAC (randomized),,mDNS only,9803B,MVM783,9803,no,
9804A,68:ab:a9:f8:cf:d1,68:ab:a9:f8:cf:d2,2026-08-07 09:14:35,0.0,,,,Not in mDNS,,iCX,9804A,MVM783,9804,no,
9804A,68:ab:a9:f8:e7:54,68:ab:a9:f8:e7:55,2026-08-07 09:08:43,0.0,9804A,68:ab:a9:f8:e7:55,172.20.200.204,,,iCX,9804A,MVM783,9804,no,
9804B,68:ab:a9:f8:dd:08,68:ab:a9:f8:dd:09,2026-08-07 09:06:31,0.01,9804B,68:ab:a9:f8:dd:09,172.20.204.107,,,iCX,9804B,MVM783,9804,no,
9804B,68:ab:a9:f8:d7:b0,68:ab:a9:f8:d7:b1,2026-08-07 09:03:59,0.01,9804B,68:ab:a9:f8:d7:b1,172.20.200.215,,,iCX,9804B,MVM783,9804,no,
,,,,,9804B,52:7e:ab:02:c0:e1,172.20.214.50,Stale MAC (randomized),,mDNS only,9804B,MVM783,9804,no,
,,,,,9804B,aa:2b:c3:20:4c:5c,172.20.215.140,Stale MAC (randomized),,mDNS only,9804B,MVM783,9804,no,
9805A,10:2b:aa:52:68:be,10:2b:aa:52:68:bf,2026-08-07 09:10:43,0.0,9805A,10:2b:aa:52:68:bf,172.20.204.129,,,iCX,9805A,MVM783,9805,no,
9805A,64:18:df:73:ab:63,64:18:df:73:ab:64,2026-08-07 09:07:00,0.01,9805A,64:18:df:73:ab:64,172.20.219.16,,,iCX,9805A,MVM783,9805,no,
9805B,68:ab:a9:f7:b4:ab,68:ab:a9:f7:b4:ac,2026-08-07 09:14:28,0.0,9805B,68:ab:a9:f7:b4:ac,172.20.218.251,,,iCX,9805B,MVM783,9805,no,
9805B,68:ab:a9:f7:c2:02,68:ab:a9:f7:c2:03,2026-08-07 09:05:15,0.01,9805B,68:ab:a9:f7:c2:03,172.20.200.229,,,iCX,9805B,MVM783,9805,no,
,,,,,9805A,9a:b7:32:85:dc:b8,172.20.199.23,Stale MAC (randomized),,mDNS only,9805A,MVM783,9805,no,
,,,,,9805B,7e:a3:44:cd:4e:d5,172.20.201.139,Stale MAC (randomized),,mDNS only,9805B,MVM783,9805,no,
9806A,68:ab:a9:fe:b8:46,68:ab:a9:fe:b8:47,2026-08-07 09:12:19,0.0,9806A,68:ab:a9:fe:b8:47,172.20.195.191,,,iCX,9806A,MVM783,9806,no,
9806A,64:18:df:73:aa:a4,64:18:df:73:aa:a5,2026-08-07 09:00:15,0.01,9806A,64:18:df:73:aa:a5,172.20.212.101,,,iCX,9806A,MVM783,9806,no,
9806B,64:18:df:73:a9:94,64:18:df:73:a9:95,2026-08-07 09:07:24,0.01,9806B,64:18:df:73:a9:95,172.20.195.130,,,iCX,9806B,MVM783,9806,no,
9806B,10:2b:aa:52:68:ca,10:2b:aa:52:68:cb,2026-08-07 09:07:05,0.01,9806B,10:2b:aa:52:68:cb,172.20.210.69,,,iCX,9806B,MVM783,9806,no,
,,,,,9806A,e6:b2:06:fd:03:90,172.20.196.25,Stale MAC (randomized),,mDNS only,9806A,MVM783,9806,no,
,,,,,9806B,5a:e7:6c:d0:68:f7,172.20.207.131,Stale MAC (randomized),,mDNS only,9806B,MVM783,9806,no,
,,,,,9806B,c2:73:d0:f8:5e:31,172.20.209.32,Stale MAC (randomized),,mDNS only,9806B,MVM783,9806,no,
9807A,68:ab:a9:fc:16:91,68:ab:a9:fc:16:92,2026-08-07 09:11:04,0.0,,,,Not in mDNS,,iCX,9807A,MVM783,9807,no,
9807A,68:ab:a9:fb:f4:5e,68:ab:a9:fb:f4:5f,2026-08-07 09:05:40,0.01,,,,Not in mDNS,,iCX,9807A,MVM783,9807,no,
9807B,68:ab:a9:fe:d5:61,68:ab:a9:fe:d5:62,2026-08-07 09:05:35,0.01,9807B,68:ab:a9:fe:d5:62,172.20.197.239,,,iCX,9807B,MVM783,9807,no,
9807B,68:ab:a9:fe:9d:aa,68:ab:a9:fe:9d:ab,2026-08-07 09:03:43,0.01,9807B,68:ab:a9:fe:9d:ab,172.20.197.242,,,iCX,9807B,MVM783,9807,no,
,,,,,9807A,ca:cc:a1:60:10:98,172.20.207.212,Stale MAC (randomized),,mDNS only,9807A,MVM783,9807,no,
,,,,,9807B,32:21:7f:bb:36:4e,172.20.215.112,Stale MAC (randomized),,mDNS only,9807B,MVM783,9807,no,
,,,,,9807B,22:7c:4e:47:1c:d7,172.20.212.154,Stale MAC (randomized),,mDNS only,9807B,MVM783,9807,no,
9808A,68:ab:a9:fe:c9:a5,68:ab:a9:fe:c9:a6,2026-08-07 09:11:14,0.0,9808A,68:ab:a9:fe:c9:a6,172.20.199.46,,,iCX,9808A,MVM783,9808,no,
9808A,68:ab:a9:fe:e0:32,68:ab:a9:fe:e0:33,2026-08-07 09:08:51,0.0,9808A,68:ab:a9:fe:e0:33,172.20.210.222,,,iCX,9808A,MVM783,9808,no,
9808B,10:2b:aa:52:68:9a,10:2b:aa:52:68:9b,2026-08-07 09:05:20,0.01,9808B,10:2b:aa:52:68:9b,172.20.219.137,,,iCX,9808B,MVM783,9808,no,
9808B,10:2b:aa:52:68:58,10:2b:aa:52:68:59,2026-08-07 09:02:35,0.01,9808B,10:2b:aa:52:68:59,172.20.223.210,,,iCX,9808B,MVM783,9808,no,
,,,,,9808A,12:69:7c:48:26:0c,172.20.194.3,Stale MAC (randomized),,mDNS only,9808A,MVM783,9808,no,
,,,,,9808A,d6:b3:8c:9b:a2:82,172.20.205.196,Stale MAC (randomized),,mDNS only,9808A,MVM783,9808,no,
,,,,,9808B,9a:0c:7c:20:13:67,172.20.201.115,Stale MAC (randomized),,mDNS only,9808B,MVM783,9808,no,
,,,,,9808B,0a:18:44:31:26:68,172.20.212.161,Stale MAC (randomized),,mDNS only,9808B,MVM783,9808,no,
9809A,68:ab:a9:f8:c0:27,68:ab:a9:f8:c0:28,2026-08-07 09:06:03,0.01,9809A,68:ab:a9:f8:c0:28,172.20.219.175,,,iCX,9809A,MVM783,9809,no,
9809A,68:ab:a9:fe:5f:c4,68:ab:a9:fe:5f:c5,2026-08-07 09:05:22,0.01,9809A,68:ab:a9:fe:5f:c5,172.20.209.250,,,iCX,9809A,MVM783,9809,no,
9809B,68:ab:a9:f8:a8:fc,68:ab:a9:f8:a8:fd,2026-08-07 09:14:13,0.0,9809B,68:ab:a9:f8:a8:fd,172.20.218.173,,,iCX,9809B,MVM783,9809,no,
9809B,68:ab:a9:f8:27:11,68:ab:a9:f8:27:12,2026-08-07 09:06:18,0.01,,,,Not in mDNS,,iCX,9809B,MVM783,9809,no,
,,,,,9809A,fa:fa:ea:e8:00:93,172.20.194.56,Stale MAC (randomized),,mDNS only,9809A,MVM783,9809,no,
,,,,,9809B,fa:6a:ff:1e:ce:ba,172.20.208.134,Stale MAC (randomized),,mDNS only,9809B,MVM783,9809,no,
9810A,10:2b:aa:52:68:3a,10:2b:aa:52:68:3b,2026-08-07 09:14:19,0.0,9810A,10:2b:aa:52:68:3b,172.20.222.191,,,iCX,9810A,MVM783,9810,no,
9810A,10:2b:aa:52:68:8b,10:2b:aa:52:68:8c,2026-08-07 09:09:26,0.0,9810A,10:2b:aa:52:68:8c,172.20.197.251,,,iCX,9810A,MVM783,9810,no,
9810B,10:2b:aa:52:68:a0,10:2b:aa:52:68:a1,2026-08-07 09:14:05,0.0,9810B,10:2b:aa:52:68:a1,172.20.206.147,,,iCX,9810B,MVM783,9810,no,
9810B,10:2b:aa:52:68:79,10:2b:aa:52:68:7a,2026-08-07 09:08:13,0.0,9810B,10:2b:aa:52:68:7a,172.20.207.8,,,iCX,9810B,MVM783,9810,no,
,,,,,9810A,f6:39:d0:41:8f:c8,172.20.205.80,Stale MAC (randomized),,mDNS only,9810A,MVM783,9810,no,
,,,,,9810B,7a:50:04:e1:a3:0b,172.20.204.68,Stale MAC (randomized),,mDNS only,9810B,MVM783,9810,no,
,,,,,9810B,aa:0c:6a:5d:71:f8,172.20.207.247,Stale MAC (randomized),,mDNS only,9810B,MVM783,9810,no,
9901A,10:2b:aa:51:48:a5,10:2b:aa:51:48:a6,2026-08-07 09:10:25,0.0,9901A,10:2b:aa:51:48:a6,172.20.192.79,,,iCX,9901A,MVM783,9901,no,
9901A,64:18:df:73:d4:80,64:18:df:73:d4:81,2026-08-07 09:08:42,0.0,9901A,64:18:df:73:d4:81,172.20.219.124,,,iCX,9901A,MVM783,9901,no,
9901B,10:2b:aa:50:c3:73,10:2b:aa:50:c3:74,2026-08-07 09:10:50,0.0,9901B,10:2b:aa:50:c3:74,172.20.195.244,,,iCX,9901B,MVM783,9901,no,
9901B,64:18:df:73:c0:ed,64:18:df:73:c0:ee,2026-08-07 09:10:32,0.0,9901B,64:18:df:73:c0:ee,172.20.196.225,,,iCX,9901B,MVM783,9901,no,
,,,,,9901A,d2:0d:70:2b:e4:77,172.20.209.30,Stale MAC (randomized),,mDNS only,9901A,MVM783,9901,no,
,,,,,9901A,2a:fa:2a:1d:c2:5f,172.20.213.123,Stale MAC (randomized),,mDNS only,9901A,MVM783,9901,no,
,,,,,9901B,06:d5:c2:37:d6:b4,172.20.197.226,Stale MAC (randomized),,mDNS only,9901B,MVM783,9901,no,
,,,,,9901B,3a:da:89:ae:e3:54,172.20.215.220,Stale MAC (randomized),,mDNS only,9901B,MVM783,9901,no,
9902A,68:ab:a9:fc:36:81,68:ab:a9:fc:36:82,2026-08-07 09:03:29,0.01,9902A,68:ab:a9:fc:36:82,172.20.204.17,,,iCX,9902A,MVM783,9902,no,
9902A,68:ab:a9:f7:d5:e6,68:ab:a9:f7:d5:e7,2026-08-07 09:02:16,0.01,9902A,68:ab:a9:f7:d5:e7,172.20.203.140,,,iCX,9902A,MVM783,9902,no,
9902B,10:2b:aa:51:f8:2c,10:2b:aa:51:f8:2d,2026-08-07 09:11:33,0.0,9902B,10:2b:aa:51:f8:2d,172.20.192.128,,,iCX,9902B,MVM783,9902,no,
9902B,10:2b:aa:51:f7:f6,10:2b:aa:51:f7:f7,2026-08-07 09:05:09,0.01,9902B,10:2b:aa:51:f7:f7,172.20.208.34,,,iCX,9902B,MVM783,9902,no,
,,,,,9902A,a2:4a:30:61:7f:2a,172.20.200.68,Stale MAC (randomized),,mDNS only,9902A,MVM783,9902,no,
,,,,,9902A,b6:e7:d4:cb:6c:19,172.20.207.230,Stale MAC (randomized),,mDNS only,9902A,MVM783,9902,no,
,,,,,9902B,ce:01:e6:5d:e6:d3,172.20.214.209,Stale MAC (randomized),,mDNS only,9902B,MVM783,9902,no,
9903A,64:18:df:74:4e:d4,64:18:df:74:4e:d5,2026-08-07 09:03:23,0.01,9903A,64:18:df:74:4e:d5,172.20.211.103,,,iCX,9903A,MVM783,9903,no,
9903A,64:18:df:74:61:27,64:18:df:74:61:28,2026-08-07 09:00:05,0.01,,,,Not in mDNS,,iCX,9903A,MVM783,9903,no,
9903B,68:ab:a9:fc:39:41,68:ab:a9:fc:39:42,2026-08-07 09:10:57,0.0,9903B,68:ab:a9:fc:39:42,172.20.219.69,,,iCX,9903B,MVM783,9903,no,
9903B,10:2b:aa:51:5d:cc,10:2b:aa:51:5d:cd,2026-08-07 09:04:40,0.01,9903B,10:2b:aa:51:5d:cd,172.20.195.198,,,iCX,9903B,MVM783,9903,no,
,,,,,9903A,9e:2f:29:ec:96:c4,172.20.215.223,Stale MAC (randomized),,mDNS only,9903A,MVM783,9903,no,
9904A,10:2b:aa:51:4e:fc,10:2b:aa:51:4e:fd,2026-08-07 09:04:38,0.01,,,,Not in mDNS,,iCX,9904A,MVM783,9904,no,
9904A,64:18:df:74:36:9c,64:18:df:74:36:9d,2026-08-07 09:02:35,0.01,9904A,64:18:df:74:36:9d,172.20.197.118,,,iCX,9904A,MVM783,9904,no,
9904B,64:18:df:74:4f:45,64:18:df:74:4f:46,2026-08-07 09:01:55,0.01,9904B,64:18:df:74:4f:46,172.20.220.22,,,iCX,9904B,MVM783,9904,no,
9904B,64:18:df:74:61:8b,64:18:df:74:61:8c,2026-08-07 09:01:46,0.01,9904B,64:18:df:74:61:8c,172.20.210.115,,,iCX,9904B,MVM783,9904,no,
,,,,,9904A,64:18:df:74:0a:32,172.20.197.127,"In mDNS, no iCX box",,mDNS only,9904A,MVM783,9904,no,
,,,,,9904A,ba:e7:ea:de:7c:47,172.20.215.25,Stale MAC (randomized),,mDNS only,9904A,MVM783,9904,no,
,,,,,9904B,4e:9a:e7:8a:30:1b,172.20.194.184,Stale MAC (randomized),,mDNS only,9904B,MVM783,9904,no,
,,,,,9904B,4e:94:e7:ba:af:3e,172.20.209.143,Stale MAC (randomized),,mDNS only,9904B,MVM783,9904,no,
9905A,64:18:df:73:d3:d2,64:18:df:73:d3:d3,2026-08-07 09:02:55,0.01,9905A,64:18:df:73:d3:d3,172.20.204.99,,,iCX,9905A,MVM783,9905,no,
9905A,10:2b:aa:51:53:1f,10:2b:aa:51:53:20,2026-08-07 09:00:33,0.01,9905A,10:2b:aa:51:53:20,172.20.196.57,,,iCX,9905A,MVM783,9905,no,
9905B,10:2b:aa:51:49:98,10:2b:aa:51:49:99,2026-08-07 09:04:09,0.01,9905B,10:2b:aa:51:49:99,172.20.203.216,,,iCX,9905B,MVM783,9905,no,
